"id","numero_expediente","titulo","tipo_expediente","fecha_inicio","vencimiento_cuatrienal","fecha_publicacion","numero_gaceta","numero_ley","creado_en"
"190","25302","APROBACIÓN DEL ACUERDO DE SERVICIOS AÉREOS ENTRE EL GOBIERNO DE LA REPÚBLICA DE COSTA RICA Y LA REPÚBLICA ORIENTAL DEL URUGUAY","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-17","2029-11-17","2025-12-09","231","","2026-04-10T05:44:23.820827"
"191","25301","REFORMA DE LOS ARTÍCULOS 1, 27, 29, 33, 39, 40, 41, 43, 55, 56, 57, 58 Y 68 DE LA LEY 7221, LEY DEL COLEGIO DE PROFESIONALES EN CIENCIAS AGROPECUARIAS, FORESTALES Y AMBIENTALES EN COSTA RICA, CONOCIDO COMO COLEGIO DE INGENIEROS AGRÓNOMOS DE COSTA RICA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-17","2029-11-17","2025-12-03","227","","2026-04-10T05:44:23.820827"
"192","25300","DESAFECTACIÓN DE UN TERRENO PROPIEDAD DEL ESTADO Y AUTORIZACIÓN PARA DONARLO A LA ASOCIACIÓN DEPORTIVA MINIFOOTBALL LEAGUE PARA QUE SEA DESTINADO A COMPLEJO DEPORTIVO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-17","2029-11-17","2025-12-16","236","","2026-04-10T05:44:23.820827"
"193","25299","LEY CONTRA EL CRIMEN ORGANIZADO EN LA EXTRACCION ILEGAL DEL ORO Y SUS ACTIVIDADES CONEXAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-17","2029-11-17","2025-12-11","233","","2026-04-10T05:44:23.820827"
"194","25298","LEY PARA AUTORIZAR LA EXONERACIÓN DE PATENTE MUNICIPAL A LOS VENDEDORES DE FRUTAS DE TEMPORADA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-17","2029-11-17","2025-12-03","227","","2026-04-10T05:44:23.820827"
"195","25297","LEY GENERAL DE LAS ALIANZAS PARA EL DESARROLLO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-13","2029-11-13","2025-12-09","231","","2026-04-10T05:44:23.820827"
"196","25296","LEY PARA ASEGURAR LOS DERECHOS DEL PASAJERO DE TRANSPORTE AÉREO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-13","2029-11-13","2025-12-09","231","","2026-04-10T05:44:23.820827"
"197","25295","CUARTO PRESUPUESTO EXTRAORDINARIO DE LA REPÚBLICA PARA EL EJERCICIO ECONÓMICO 2025 Y CUARTA MODIFICACIÓN LEGISLATIVA DE LA LEY DE LA LEY N°10.620, LEY DE PRESUPUESTO ORDINARIO Y EXTRAORDINARIO DE LA REPÚBLICA PARA EL EJERCICIO ECONÓMICO 2025, DEL 6 DE DICIEMBRE DE 2024.","PROCEDIMIENTO PRESUPUESTOS (ORDINARIOS, EXTRAORDINARIOS Y MODIFICACIONES)","2025-11-13","2029-11-13","2025-12-05","229","SI","2026-04-10T05:44:23.820827"
"198","25294","REFORMA DEL ARTÍCULO 188 BIS DEL CÓDIGO PENAL, LEY N.º 4573, DE 4 DE MAYO DE 1970, Y SUS REFORMAS, PARA AUMENTAR LAS PENAS POR LA VENTA DE OBJETOS PELIGROSOS A MENORES O INCAPACES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-13","2029-11-13","2025-12-03","227","","2026-04-10T05:44:23.820827"
"199","25293","LEY PARA LA CREACIÓN DEL SISTEMA NACIONAL DE MACRO EVALUACIÓN EDUCATIVA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-12","2029-11-12","2025-12-09","231","","2026-04-10T05:44:23.820827"
"200","25292","LEY PARA LA ELIMINACIÓN DEL MARCHAMO Y CREACIÓN DEL DERECHO DE CIRCULACIÓN EN COSTA RICA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-12","2029-11-12","2025-12-05","229","","2026-04-10T05:44:23.820827"
"201","25291","APROBACIÓN DE LOS CONTRATOS DE PRÉSTAMO SUSCRITOS ENTRE LA REPÚBLICA DE COSTA RICA, EL BANCO CENTROAMERICANO DE INTEGRACIÓN ECONÓMICA Y EL BANCO EUROPEO DE INVERSIONES PARA EL PROYECTO DE CONSTRUCCIÓN, EQUIPAMIENTO Y PUESTA EN OPERACIÓN DE LAS LÍNEAS 1 Y 2 DEL SISTEMA DE TREN RÁPIDO DE PASAJEROS (TRP) EN LA GRAN ÁREA METROPOLITANA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-12","2029-11-12","2025-12-03","227","","2026-04-10T05:44:23.820827"
"202","25290","LEY PARA AGRAVAR LAS PENAS POR EL HOMICIDIO DE JUECES DEL PODER JUDICIAL, FISCALES DEL MINISTERIO PÚBLICO Y ALTOS FUNCIONARIOS DEL ESTADO (REFORMA AL ARTÍCULO 112 DEL CÓDIGO PENAL, LEY N.º 4573 DEL 15 DE NOVIEMBRE DE 1970 Y SUS REFORMAS)","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-11","2029-11-11","2025-12-09","231","","2026-04-10T05:44:23.820827"
"203","25289","LEY DE RESILIENCIA CONTRA DESASTRES NATURALES Y SEGURO SOLIDARIO PARA LA ATENCIÓN DE EMERGENCIAS PRODUCIDAS POR LOS DESASTRES VINCULADOS AL CAMBIO CLIMÁTICO, LA VARIABILIDAD CLIMÁTICA Y LOS RIESGOS GEOLÓGICOS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-11","2029-11-11","2025-12-05","229","","2026-04-10T05:44:23.820827"
"204","25288","ADICIÓN DE UN ARTÍCULO 59 BIS Y UN ARTÍCULO 59 TER A LA LEY GENERAL DE ARRENDAMIENTOS URBANOS Y SUBURBANOS (INQUILINATO), LEY NÚMERO N°7527, DEL 10 DE JULIO DE 1995 Y SUS REFORMAS. LEY PARA GARANTIZAR LA DEVOLUCIÓN DEL DEPÓSITO DE GARANTÍA A LAS PERSONAS INQUILINAS.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-10","2029-11-10","2025-12-05","229","","2026-04-10T05:44:23.820827"
"205","25287","LEY PARA EL RECONOCIMIENTO Y FINANCIAMIENTO DE SERVICIOS ECOSISTÉMICOS AGROPECUARIOS Y FORESTALES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-10","2029-11-10","2025-12-05","229","","2026-04-10T05:44:23.820827"
"206","25286","MODIFICACIÓN DEL ARTÍCULO 2 Y ADICIÓN DE UN ARTÍCULO 5 A LA LEY 9446 AUTORIZACIÓN A LA MUNICIPALIDAD DEL CANTÓN DE PUNTARENAS PARA QUE SEGREGUE LOTES DE UN INMUEBLE DE SU PROPIEDAD Y LOS DONE PARA EFECTOS DE TITULACIÓN A FAMILIAS BENEFICIARIAS DEL ASENTAMIENTO CONSOLIDADO CARMEN LYRA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-10","2029-11-10","2025-11-17","216","","2026-04-10T05:44:23.820827"
"207","25285","LEY PARA GARANTIZAR MEDIDAS DE PROTECCIÓN EFECTIVAS CONTRA EL ACOSO ESCOLAR","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-05","2029-11-05","2025-11-14","215","","2026-04-10T05:44:23.820827"
"208","25284","AUTORIZAR A CENADA PARA VENDER SOLO PRODUCCIÓN AGRÍCOLA NACIONAL CONFORME AL PRINCIPIO DE SOBERANÍA ALIMENTARIA.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-05","2029-11-05","2025-11-17","216","","2026-04-10T05:44:23.820827"
"209","25283","REFORMA AL CÓDIGO PROCESAL PENAL PARA GARANTIZAR LA TRANSPARENCIA Y PUBLICIDAD EN EL TRÁMITE DE ANTE-JUICIO A MIEMBROS DE LOS SUPREMOS PODERES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-05","2029-11-05","2025-11-14","215","","2026-04-10T05:44:23.820827"
"210","25282","LEY PARA LA CREACIÓN DEL SISTEMA NACIONAL DE ALBERGUES ESTATALES Y CENTROS PARA LA ATENCIÓN INTEGRAL DE LA PERSONA ADULTA MAYOR EN SITUACIÓN DE CALLE O ABANDONO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-04","2029-11-04","2025-12-05","229","","2026-04-10T05:44:23.820827"
"244","25248","LEY DE INFRAESTRUCTURA ELÉCTRICA SOSTENIBLE Y BIODIVERSA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-15","2029-10-15","2025-10-24","200","","2026-04-10T05:44:23.820827"
"211","25281","ADICIÓN DE UNA DISPOSICIÓN TRANSITORIA A LA LEY INTEGRAL PARA LA PERSONA ADULTA MAYOR. LEY N° 7935 DE 15 DE NOVIEMBRE DE 1999 Y SUS REFORMAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-04","2029-11-04","2025-11-14","215","","2026-04-10T05:44:23.820827"
"212","25280","PROTECCIÓN DEL CRITERIO TÉCNICO Y LA DIGNIDAD DE LA PERSONA FUNCIONARIA PÚBLICA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-11-03","2029-11-03","2025-11-14","215","","2026-04-10T05:44:23.820827"
"213","25279","LEY PARA FACULTAR AL INSTITUTO COSTARRICENSE SOBRE DROGAS LA DISPOSICIÓN DE BIENES INCAUTADOS A LA DELINCUENCIA ORGANIZADA, MEDIANTE MODIFICACIÓN AL ARTÍCULO 20 DE LA LEY N.º 8754 Y SUS REFORMAS, LEY CONTRA LA DELINCUENCIA ORGANIZADA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-31","2029-10-31","2025-12-05","229","","2026-04-10T05:44:23.820827"
"214","25278","APROBACIÓN DEL ACUERDO INTERNACIONAL DEL CAFÉ DE 2022","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-30","2029-10-30","2025-11-14","215","","2026-04-10T05:44:23.820827"
"215","25277","DERECHO A SER ELECTO Y A ELEGIR A TRAVÉS DE GRUPOS ELECTORALES INDEPENDIENTES O CANDIDATURAS INDIVIDUALES MODIFICACIÓN A VARIOS ARTÍCULOS DE LA CONSTITUCIÓN POLÍTICA","PROCEDIMIENTO REFS PARS CONSTITUCION POLITICA, PROVINCIAS Y MAGISTRADOS","2025-10-30","2029-10-30","2025-11-14","215","","2026-04-10T05:44:23.820827"
"216","25276","REFORMA PARCIAL DEL ARTÍCULO 173 DE LA CONSTITUCIÓN POLÍTICA DE LA REPÚBLICA DE COSTA RICA","PROCEDIMIENTO REFS PARS CONSTITUCION POLITICA, PROVINCIAS Y MAGISTRADOS","2025-10-30","2029-10-30","2025-11-14","215","","2026-04-10T05:44:23.820827"
"217","25275","REFORMA DEL ARTÍCULO 41 DE LA CONSTITUCIÓN POLÍTICA PARA LA CONSOLIDAR EL DERECHO DE LAS VÍCTIMAS","PROCEDIMIENTO REFS PARS CONSTITUCION POLITICA, PROVINCIAS Y MAGISTRADOS","2025-10-29","2029-10-29","2025-11-14","215","","2026-04-10T05:44:23.820827"
"218","25274","REFORMA A LA LEY FUNDAMENTAL DE EDUCACIÓN, LEY NÚMERO 2160 DE 25 DE SETIEMBRE DE 1957 Y SUS REFORMAS, PARA PROMOVER EL ESTUDIO DE LA BIBLIA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-29","2029-10-29","2025-11-14","215","","2026-04-10T05:44:23.820827"
"219","25273","ADICIÓN DE UN ÚLTIMO INCISO A LOS ARTÍCULOS 108, 131, 142 Y 159 DE LA CONSTITUCIÓN POLÍTICA","PROCEDIMIENTO REFS PARS CONSTITUCION POLITICA, PROVINCIAS Y MAGISTRADOS","2025-10-28","2029-10-28","2025-11-14","215","","2026-04-10T05:44:23.820827"
"220","25272","LEY DE MORATORIA PARA LA APLICACIÓN DE SANCIONES RELACIONADAS CON EL IMPUESTO AL VALOR AGREGADO (IVA)","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-28","2029-10-28","2025-11-14","215","","2026-04-10T05:44:23.820827"
"221","25271","LEY PARA PROMOVER LA VALORIZACIÓN ENERGÉTICA DE RESIDUOS ORGÁNICOS Y FORTALECIMIENTO DE LA GENERACIÓN SOSTENIBLE","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-27","2029-10-27","2025-11-14","215","","2026-04-10T05:44:23.820827"
"222","25270","AUTORIZACIÓN PARA QUE LA MUNICIPALIDAD DE TURRIALBA DESAFECTE Y DONE UN TERRENO DE SU PROPIEDAD A LA ASOCIACION DE DESARROLLO INTEGRAL DE LAS AMERICAS DE TURRIALBA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-23","2029-10-23","2025-11-14","215","","2026-04-10T05:44:23.820827"
"223","25269","LEY DE CREACIÓN DEL SISTEMA NACIONAL DE CUALIFICACIONES PARA FOMENTAR LA CALIDAD EDUCATIVA Y LA OFERTA LABORAL","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-23","2029-10-23","2025-11-14","215","","2026-04-10T05:44:23.820827"
"224","25268","REFORMA DE LOS ARTÍCULOS 18 Y 32 Y DEROGACIÓN DEL ARTÍCULO 33 DE LA LEY SOBRE EL DESARROLLO DE LA COMUNIDAD, LEY N° 3859, DE 7 DE ABRIL DE 1967 Y SUS REFORMAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-23","2029-10-23","2025-11-14","215","","2026-04-10T05:44:23.820827"
"225","25267","AUTORIZACIÓN PARA QUE EL INSTITUTO COSTARRICENSE DE ELECTRICIDAD SEGREGUE Y DONE UN TERRENO DE SU PROPIEDAD A LAS TEMPORALIDADES DE LA IGLESIA CATÓLICA DIÓCESIS DE CARTAGO, EN PARAÍSO DE CARTAGO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-23","2029-10-23","2025-11-14","215","","2026-04-10T05:44:23.820827"
"226","25266","REFORMA DEL ARTÍCULO 2 DEL BANCO CENTRAL, LEY N°7558 DEL 3 DE NOVIEMBRE DE 1995. LEY PARA INCORPORAR EL PLENO EMPLEO COMO META PRIORITARIA DEL BANCO CENTRAL","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-23","2029-10-23","2025-11-06","209","","2026-04-10T05:44:23.820827"
"227","25265","LEY PARA HABILITAR LA FUNCION NOTARIAL EN LOS FUNCIONARIOS PUBLICOS NOMBRADOS EN PLAZAS A TIEMPO INDEFINIDO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-23","2029-10-23","2025-11-06","209","","2026-04-10T05:44:23.820827"
"228","25264","LEY DE DERECHOS PLENOS DE LAS VÍCTIMAS. REFORMA Y ADICIÓN DE VARIOS ARTÍCULOS DEL CÓDIGO PROCESAL PENAL, LEY N.º 7594 DE 10 DE ABRIL DE 1996 Y SUS REFORMAS, Y AL ARTÍCULO 1 DE LA LEY DE PROTECCIÓN A VÍCTIMAS, TESTIGOS Y DEMÁS SUJETOS INTERVINIENTES EN EL PROCESO PENAL, LEY N.° 8720 DE 04 DE MARZO DE 2009","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-23","2029-10-23","2025-11-06","209","","2026-04-10T05:44:23.820827"
"229","25263","LEY PARA LOGRAR LA EFICIENCIA EN EL TRÁMITE DE REGISTRO DE MEDICAMENTOS (REFORMA A LA LEY N.º 5395, LEY GENERAL DE SALUD)","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-22","2029-10-22","2025-11-06","209","","2026-04-10T05:44:23.820827"
"230","25262","LEY PARA EL FINANCIAMIENTO INMEDIATO DE OBRAS DE MITIGACIÓN Y SOLUCIÓN DEL RIESGO DE INUNDACIONES EN LA QUEBRADA LOS NEGRITOS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-21","2029-10-21","2025-10-29","203","","2026-04-10T05:44:23.820827"
"231","25261","REFORMA DEL ARTÍCULO 48 DE LA CONSTITUCIÓN POLÍTICA","PROCEDIMIENTO REFS PARS CONSTITUCION POLITICA, PROVINCIAS Y MAGISTRADOS","2025-10-21","2029-10-21","2025-11-06","209","","2026-04-10T05:44:23.820827"
"232","25260","DECLARATORIA DE INTERÉS PÚBLICO Y CULTURAL DEL BAILE DE LOS DIABLITOS COMO EXPRESIÓN DEL PATRIMONIO CULTURAL INMATERIAL DE LOS TERRITORIOS INDÍGENAS DE BORUCA Y REY CURRÉ DE COSTA RICA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-20","2029-10-20","2025-11-06","209","","2026-04-10T05:44:23.820827"
"233","25259","REFORMA DEL ARTÍCULO 5 DE LA LEY DE REMUNERACIÓN DE LOS DIPUTADOS DE LA ASAMBLEA LEGISLATIVA, LEY N.º 7352, DE 9 DE FEBRERO DE 1993, PARA INCORPORAR LA MOVILIDAD ELÉCTRICA COMO ALTERNATIVA EQUIVALENTE AL USO DE COMBUSTIBLES FÓSILES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-20","2029-10-20","2025-11-03","206","","2026-04-10T05:44:23.820827"
"234","25258","ELECCIÓN DE NUEVE MAGISTRADOS (AS) SUPLENTES DE LA SALA CONSTITUCIONAL DE LA CORTE SUPREMA DE JUSTICIA.","PROCEDIMIENTO DE NOMBRAMIENTOS / RATIFICACIONES / REELECCIONES","2025-10-16","2029-10-16","","","","2026-04-10T05:44:23.820827"
"235","25257","LEY PARA EL FORTALECIMIENTO DE LA GESTIÓN CREDITICIA FINANCIADA CON FONDOS PÚBLICOS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-16","2029-10-16","2025-11-14","215","","2026-04-10T05:44:23.820827"
"236","25256","LEY PARA EL FORTALECIMIENTO DE LA UNIDAD DE INTELIGENCIA FINANCIERA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-16","2029-10-16","2025-11-14","215","","2026-04-10T05:44:23.820827"
"237","25255","INVESTIGACIÓN SOBRE LAS ACTIVIDADES PROSELITISTAS QUE SE HAN REALIZADO EN CENTROS EDUCATIVOS.","PROCEDIMIENTO COMISIONES ESPECIALES INVESTIGADORAS","2025-10-16","2029-10-16","","","","2026-04-10T05:44:23.820827"
"238","25254","CREACIÓN DEL BIODISTRITO LA CARPIO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-16","2029-10-16","2025-11-03","206","","2026-04-10T05:44:23.820827"
"239","25253","TITULACIÓN DE DERECHOS DE POSESIÓN Y EL DESARROLLO DE LA COMUNIDAD DE LA CARPIO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-16","2029-10-16","2025-11-06","209","","2026-04-10T05:44:23.820827"
"240","25252","LEY PARA LA PROTECCIÓN DE LA FUNCIÓN LEGISLATIVA Y SANCIÓN DE LA OBSTRUCCIÓN Y LA FALSEDAD ANTE LA ASAMBLEA LEGISLATIVA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-16","2029-10-16","2025-11-03","206","","2026-04-10T05:44:23.820827"
"241","25251","CREACIÓN DE UNA CONTRIBUCIÓN ESPECIAL DE LOS VISITANTES AL PARQUE NACIONAL CHIRRIPÓ PARA LA MUNICIPALIDAD DE PÉREZ ZELEDÓN","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-15","2029-10-15","2025-11-06","209","","2026-04-10T05:44:23.820827"
"242","25250","REFORMA DE LOS ARTÍCULOS 94 BIS Y 95 DE LA LEY N.º 2, CÓDIGO DE TRABAJO, DEL 27 DE AGOSTO DE 1943","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-15","2029-10-15","2025-10-29","203","","2026-04-10T05:44:23.820827"
"243","25249","LEY DE PLANIFICACIÓN ESTRATÉGICA PARA EL DESARROLLO SUSTENTABLE DE COSTA RICA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-15","2029-10-15","2025-10-29","203","","2026-04-10T05:44:23.820827"
"245","25247","LEY DE JUBILACIÓN DEL PERSONAL OPERATIVO DE ALTO RIESGO DEL BENEMÉRITO CUERPO DE BOMBEROS DE COSTA RICA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-14","2029-10-14","2025-11-06","209","","2026-04-10T05:44:23.820827"
"246","25246","REFORMA AL ARTÍCULO 25 DE LA LEY ORGÁNICA DEL SISTEMA NACIONAL DE RADIO Y TELEVISIÓN, LEY N.°8346 DEL 12 DE FEBRERO DE 2003","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-14","2029-10-14","2025-11-06","209","","2026-04-10T05:44:23.820827"
"247","25245","DECLARATORIA DEL COLEGIO UNIVERSITARIO DE CARTAGO COMO INSTITUCIÓN BENEMÉRITA DE LA EDUCACIÓN Y LA CULTURA COSTARRICENSE","PROCEDIMIENTO PROYECTOS DE COMISION DE HONORES","2025-10-14","2029-10-14","2025-11-03","206","","2026-04-10T05:44:23.820827"
"248","25244","LEY PARA FACILITAR LA NEGOCIACIÓN DE VALORES EXTRANJEROS EN COSTA RICA POR IMPLEMENTACIÓN DEL RECONOCIMIENTO DE JURISDICCIÓN Y LA PARTICIPACIÓN DE INVERSIONISTAS NO DOMICILIADOS POR MEDIO DE LA OPERACIÓN REMOTA DE INTERMEDIARIOS BURSÁTILES EXTRANJEROS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-13","2029-10-13","2025-10-22","198","","2026-04-10T05:44:23.820827"
"249","25243","APROBACIÓN DE LA ENMIENDA AL ARTÍCULO 50 A) Y APROBACIÓN DE LA ENMIENDA AL ARTÍCULO 56 AMBAS DEL CONVENIO DE AVIACIÓN CIVIL INTERNACIONAL, LEY Nº877 DEL 4 DE JULIO DE 1947 Y SUS REFORMAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-13","2029-10-13","2025-10-22","198","","2026-04-10T05:44:23.820827"
"250","25242","PERMISO DE ATRAQUE, PERMANENCIA EN PUERTO, Y DESEMBARQUE DE LA TRIPULACIÓN DEL BUQUE ARTILLADO DE LA ARMADA DE LOS ESTADOS UNIDOS DE AMÉRICA ""USS WICHITA"", EL CUAL HARÁ SU ATRAQUE EN PUERTO LIMÓN DEL 21 DE OCTUBRE AL 03 DE NOVIEMBRE DE 2025.","PROCEDIMIENTO SOLICITUDES DE ATRAQUE Y DESEMBARQUE","2025-10-13","2029-10-13","","","","2026-04-10T05:44:23.820827"
"251","25241","REELECCIÓN O NO DEL SEÑOR FERNANDO CASTILLO VÍQUEZ COMO MAGISTRADO PROPIETARIO DE LA SALA CONSTITUCIONAL DE LA CORTE SUPREMA DE JUSTICIA.","PROCEDIMIENTO DE NOMBRAMIENTOS / RATIFICACIONES / REELECCIONES","2025-10-13","2029-10-13","","","","2026-04-10T05:44:23.820827"
"252","25240","REFORMA DEL ARTÍCULO 10 DE LA LEY 7756, BENEFICIOS PARA LOS RESPONSABLES DE PACIENTES EN FASE TERMINAL Y PERSONAS MENORES DE EDAD GRAVEMENTE ENFERMAS, DEL 25 DE FEBRERO DE 1998; LEY PARA FACULTAR LA INCORPORACIÓN DE RECURSOS URGENTES PARA ASEGURAR EL PAGO DEL SUBSIDIO A PERSONAS RESPONSABLES DE PACIENTES EN FASE TERMINAL Y PERSONAS MENORES DE EDAD GRAVEMENTE ENFERMAS. ANTES DENOMINADO: REFORMA AL ARTÍCULO 10 DE LA LEY BENEFICIOS PARA LOS RESPONSABLES DE PACIENTES EN FASE TERMINAL Y PERSONAS MENORES DE EDAD GRAVEMENTE ENFERMAS, LEY N° 7756 DEL 25 DE FEBRERO DE 1998. LEY PARA FACULTAR LA INCORPORACIÓN DE RECURSOS URGENTES PARA ASEGURAR EL PAGO DEL SUBSIDIO A PERSONAS RESPONSABLES DE PACIENTES EN FASE TERMINAL Y PERSONAS MENORES DE EDAD GRAVEMENTE ENFERMAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-09","2029-10-09","2025-10-22","198","SI","2026-04-10T05:44:23.820827"
"253","25239","REFORMA PARA UN IVA JUSTO Y UN CATASTRO MODERNO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-09","2029-10-09","2025-10-22","198","","2026-04-10T05:44:23.820827"
"254","25238","LEY MARCO DE LA ECONOMÍA SOCIAL SOLIDARIA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-09","2029-10-09","2025-10-22","198","","2026-04-10T05:44:23.820827"
"255","25237","LEY PARA FLEXIBILIZAR LA LEY DE SERVICIOS DE PARQUES NACIONALES, LEY N° 6084 DEL 24 DE AGOSTO DE 1977, EN CASO DE DESASTRES NATURALES Y PELIGRO INMINENTE","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-09","2029-10-09","2025-10-24","200","","2026-04-10T05:44:23.820827"
"256","25236","DECLARATORIA DEL CAMPUS TECNOLÓGICO LOCAL SAN CARLOS DEL INSTITUTO TECNOLÓGICO DE COSTA RICA, COMO INSTITUCIÓN BENEMÉRITA DEL DESARROLLO TERRITORIAL, LA EDUCACIÓN SUPERIOR Y LA INNOVACIÓN PARA LA REGIÓN HUETAR NORTE","PROCEDIMIENTO PROYECTOS DE COMISION DE HONORES","2025-10-09","2029-10-09","2025-10-24","200","","2026-04-10T05:44:23.820827"
"257","25235","REFORMA A LOS ARTÍCULOS 2, 7 Y ADICIÓN DE LOS INCISOS X) Y Y) DEL ARTÍCULO 8 DE LA LEY AUTORIZACIÓN PARA EL CAMBIO DE NOMBRE DE LA JUNTA DE PROTECCIÓN SOCIAL Y ESTABLECIMIENTO DE LA DISTRIBUCIÓN DE RENTAS DE LAS LOTERÍAS NACIONALES LEY N°8718 DEL 17 DE FEBRERO DE 2009 Y REFORMA A LOS ARTÍCULOS 10, 16 Y 26, Y ADICIÓN DE UN TRANSITORIO ÚNICO A LA LEY N°7395, LEY DE LOTERÍAS DEL 3 DE MAYO DE 1994. LEY PARA LA AUTORIZACIÓN Y REGULACIÓN DE LA VENTA DE ESPACIOS PUBLICITARIOS EN LOS PRODUCTOS DE LA JUNTA DE PROTECCIÓN SOCIAL.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-09","2029-10-09","2025-10-22","198","","2026-04-10T05:44:23.820827"
"258","25234","LEY QUE SANCIONA EL APODERAMIENTO ILEGAL DE ENERGÍA ELÉCTRICA Y LOS DAÑOS AL SISTEMA ELÉCTRICO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-08","2029-10-08","2025-10-16","194","","2026-04-10T05:44:23.820827"
"259","25233","DECLARACIÓN COMO BENEMÉRITA DE LAS ARTES PATRIAS A GRACIELA MORENO ULLOA","PROCEDIMIENTO PROYECTOS DE COMISION DE HONORES","2025-10-08","2029-10-08","2025-10-22","198","","2026-04-10T05:44:23.820827"
"260","25232","REFORMA DEL ARTÍCULO 193 DE LA LEY 7594, CÓDIGO PROCESAL PENAL, DEL 10 DE ABRIL DE 1996. ANTERIORMENTE DENOMINADO: REFORMA DEL ARTÍCULO 193 DE LA LEY N°7594, CÓDIGO PROCESAL PENAL, DEL 10 DE ABRIL DE 1996","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-10-07","2029-10-07","2025-10-14","192","SI","2026-04-10T05:44:23.820827"
"261","25231","REFORMA DEL PÁRRAFO FINAL DEL ARTÍCULO 46 DE LA CONSTITUCIÓN POLÍTICA PARA LA INCORPORACIÓN DEL DERECHO A LA ALIMENTACIÓN NUTRITIVA","PROCEDIMIENTO REFS PARS CONSTITUCION POLITICA, PROVINCIAS Y MAGISTRADOS","2025-10-07","2029-10-07","2025-10-16","194","","2026-04-10T05:44:23.820827"
